architecture,name,description,category,link,tipo_arquitectura,services
FftalZUxyiM,CEPSA: Finding the Best Internal Talent Using Amazon Neptune Spanish,"Cepsa is an energy company. Trying to leverage cloud to find the best talent for internal openings.
    In the video, they don't tell the source of the data, but it is likely just manually entered as employees join the firm.
    A data lake is maintained for employee data.
    The data is loaded to DynamoDB.
    StepFunctions are used to convert loaded data to a graph.
    ApiGateway is used to access both Neptune and DynamoDB to perform graph based analysis to match openings to employees.
    ApiGateway supports a web-app.",data_ingestion,https://www.youtube.com/watch?v=FftalZUxyiM,,"['Lambda', 'StepFunctions', 'S3', 'Neptune', 'UserConsumerWeb', 'ApiGateway', 'DynamoDB']"
JcHSFIZMYHc,CleverTap: Building a Fully Version Controlled Infrastructure as Code on AWS,scale: 10B data points. includes a manual verification not shown in video. mentions benefits of automation: documenting infra changes for infra. no one has write access to AWS.  this helps with bringing up isolated environments for compliance reasons.,control,https://www.youtube.com/watch?v=JcHSFIZMYHc,,"['Lambda', 'CloudFormation', 'ThirdParty', 'CodePipeline', 'S3', 'CodeBuild', 'ApiGateway']"
mpgM2qeAfaQ,Brain Power Fidgetology: Automatic Analysis of Body Language Using Serverless and AI on AWS,"accesses video streams from devices and analyzes body language.
    rekognition used to analyze faces and body language.
    Kinesis stream 1 contains raw output of rekognition. Uses Lambda for post processing like face movement velocity. or alerts.
    Kinesis stream 2 is processed data.
    Use kinesis video and rekognitation because they interface well and did what they wanted.",compute_intensive,https://www.youtube.com/watch?v=mpgM2qeAfaQ,Edge,"['Lambda', 'Kinesis', 'UserConsumerIOT', 'UserConsumerWebMobile', 'Rekognition', 'KinesisVideo', 'UserCompanyAnalyst', 'ApiGateway']"
unFVfqj9cQ8,Contino: Measuring and Communicating The Business Impact of Landing Zones with Flight Controller,"Digital transformation consultancy.
    It takes <20 seconds from events being generated to being visualized in Grafana.
    Care about extensibility; just plug into event bridge and add more transformation inside Lambda.",data_ingestion,https://www.youtube.com/watch?v=unFVfqj9cQ8,,"['Lambda', 'CodePipeline', 'EventBridge', 'ControlTower', 'Timestream', 'Grafana', 'SystemsManager', 'DynamoDB']"
UsngU-HjH_Q,ViacomCBS: Multiplatform Distribution Powered by AWS,mass media company. global scale. most-watched network in US. largest archive in the world.cost saving. they have a come and get me model.,control,https://www.youtube.com/watch?v=UsngU-HjH_Q,,"['Lambda', 'ThirdParty', 'S3', 'UserConsumerAPI', 'SQS', 'UserCompanyDataStream', 'EC2', 'ApiGateway', 'DynamoDB']"
qN5-v4NlKac,Cookpad: Security Architecture to Monitor and Analyze Secure Logs using AWS (English),"100 million users worldwide for cooking recipe tips. most innovative part of architecture: latency should be under 1 minute. rts is expensive. this arch achieves low latency and log data integrity. 330 million logs per day. ~270 gb data. to handle these logs, $2 per day cost of lambda. no configuration reqd for logs as s3 has no such requirement. anomaly detection future play with sagemaker.",data_ingestion,https://www.youtube.com/watch?v=qN5-v4NlKac,,"['Lambda', 'ThirdParty', 'S3', 'Firehose', 'Athena', 'EC2', 'CloudTrail']"
ItpY_KKR94k,The Orchard: How the 'Kafka Data Highway' Boosts Developer Productivity & Enables Business Processes,"- Music distribution services. tracks loyalty etc.
     - Core: messaging bus for interoperability between heterogenous systems
     - Systems can subscribe and pull from queue.
     - Core: MSK as central queue
     - a) real time replication b/w data sources, b) Event based architecture.",data_ingestion,https://www.youtube.com/watch?v=ItpY_KKR94k,,"['Lambda', 'UserCompanyCRM', 'MSK', 'S3', 'Fargate', 'EC2', 'OpenSearch']"
RU__HBEMDvQ,BookMyShow: How BMS Scaled Data Analytics to Handle 28M Ticket Sales with Modern Data Architecture,"UserCompanyDataStream: Transition, CIM, clickstream, product data.
Scale: 250M users, 5B page views/month. 28M tickets sold in April 2021.
Data sources: transition data, CIM data, clickstream data, product data.
Data pipeline: EMR -> S3 -> Glue -> EMR -> Redshift -> QuickSight
ML: SageMaker
Cost: 70% less than on-prem.
Migration: 4 months.",data_ingestion,https://www.youtube.com/watch?v=RU__HBEMDvQ,,"['EMR', 'RedShift', 'StepFunctions', 'Glue', 'S3', 'UserCompanyAnalyst', 'UserCompanyDataStream', 'SageMaker', 'QuickSight']"
XmIhHtPJWog,HDI Group: Automated Security and Compliance Issue Remediation Using Cloud Native Services,"Germany insurance company (-> security & compliance matters), modern data platform to maintain & develop secure data enabled end products
    20 accounts, 50+ Lambda (i.e. protection from 50+ security incidents) now
    AWSConfig, GuardDuty, AccessAnalyzer, and Fargate are ingesting findings to SecurityHub
    Lambda can be triggered manually or automatically
    SecurityHub can export findings to ServiceNow, ServiceNow can create incidents

    Future: More lambda functions, convert Lambda to controls for CI/CD pipelines, make ServiceNow a central view (eg. control standards, manage findings)",interactive,https://www.youtube.com/watch?v=XmIhHtPJWog,,"['Lambda', 'EventBridge', 'UserCompanyAgent', 'Fargate', 'AWSConfig', 'UserCompanyDeveloper', 'SecurityHub', 'GuardDuty', 'ServiceNow', 'AccessAnalyzer']"
cZuoiXQ0xUk,Leaven: Machine Learning at Massive Scale to Protect Human Life,"cloud consultancy company; moving customers to cloud.
    this video is about one case where they help a customer to run ML inference on video frames (for road inspection).
    Mention ML library is large, challenging to fit into Lambda. Lambda can only have 250MB expanded space (plus some space in temp directory), but TensorFlow is >1GB. AWS releases new features that allows to pack all pytho libraries into a docker container, with 10GB limit.
    Use 400k images with road defects to train the model.",compute_intensive,https://www.youtube.com/watch?v=cZuoiXQ0xUk,,"['Lambda', 'ThirdParty', 'S3', 'UserCompanyAgent', 'MediaConvert', 'SageMaker', 'DynamoDB']"
Vrx9csoawWc,FINRA: Petabyte-Scale Data Analysis on AWS,Financial regulatory authority. To deal with scale - 135 Billion transactions per day. Multi peta bytes of data in S3. Presto EM to execute simple queries. Redshift to execute complex ones. Redshift did not help them fully for small queries.,data_ingestion,https://www.youtube.com/watch?v=Vrx9csoawWc,,"['EMR', 'ThirdParty', 'RedShift', 'S3', 'ECS', 'UserConsumerWeb']"
D6rG9eZ5Qus,Graham Media Group: Modernizing Traditional Broadcasting with AWS,local television station group. digital solution for broadcasters. encoders used. helps work for different devices. need a media archive whenever they want to use.media live does the distribution encoding. trasncribe gives them the captioning.,interactive,https://www.youtube.com/watch?v=D6rG9eZ5Qus,Edge,"['ThirdParty', 'S3', 'MediaPackage', 'Rekognition', 'MediaStore', 'CloudFront', 'Transcribe', 'UserCompanyDataStream', 'MediaLive']"
KywvGM6HVXI,Capillary Technologies: Building an OmniChannel Data Ingestion Platform,"10M events in a day to 10M events in an hour during burstFuture plans of using step functions, move from k8s cluster to EKS",data_ingestion,https://www.youtube.com/watch?v=KywvGM6HVXI,,"['Lambda', 'Kinesis', 'ALB', 'SQS', 'UserCompanyDeveloper', 'UserConsumerWeb', 'EC2', 'ApiGateway', 'DynamoDB']"
j-lPgPGBTwQ,Halter:Building the Future of Farming with IoT Enabled Livestock and Pasture Management,"This product has two flows (mainly). The first is data ingest that starts from the IoT device -> processing -> S3.
    The second flow is to fetch queried data to farmer's web app (data dashboard, a location heatmap in this case).
    IoT Device : a collar, solar powered gps enabled, uses sound and vibrations to give cues to the cows
    Connectivity challenge since farms are remote.
    1. Collars can talk to backend using WiFi (great for throughput but uses lot of power). Backend is IoTCore in this case.
    2. Collars otherwise use LoRa (long range low power technology). Backend is a thirdparty software on EC2 here.",data_ingestion,https://www.youtube.com/watch?v=j-lPgPGBTwQ,Edge,"['Lambda', 'ThirdParty', 'S3', 'KinesisDataStream', 'Fargate', 'KinesisAnalytics', 'UserConsumerFarmer', 'Athena', 'EC2', 'IoTCore']"
plce6pRdx6o,Strikingly: Build a Website in 20 Minutes on AWS,"Building own service rather than CloudFront for supporting tens of thousands of domains
    The edge (ELB, ECS, ElastiCache, SQS) setup can be duplicated to support multiple domains
    The main region (i.e. security manager) will communicate with Let's Encrypt for certificate issue
    The security manager will distribute the new certificate to all edge nodes for it to work
    In the distribution of certificate, straight API upload is not used because of security, and plug-and-play design choice (i.e. main region does not maintain a list of edge nodes)",other,https://www.youtube.com/watch?v=plce6pRdx6o,,"['ECS', 'SQS', 'ELB', 'EC2', 'ElastiCache', 'SNS', 'RDS']"
ErXwuwF2mRU,Tapestry: Machine Learning and Analytics for the Fashion Industry on AWS,Fashion house. Serverless atchitecture. Amplify Framework for easy development and deployment. Pinpoint to get user analytics.,data_ingestion,https://www.youtube.com/watch?v=ErXwuwF2mRU,,"['Lambda', 'Pinpoint', 'S3', 'Amplify', 'ECS', 'Cognito', 'UserConsumerWeb', 'EC2', 'ApiGateway']"
OuQvFd44vw4,econda GmbH: Building a RealTime Personalization Engine with Amazon Sagemaker and AWS ECS,"Econda handles requests coming from websites, stores them, allows users to perform analytics on them.
    Perform daily automated training for each client and allow realtime inference afterwards.
    Interestingly they are using SageMaker for only preprocessing and training, not inference.
    For inference they are using ECS where they have pulled only the relevant parts of SageMaker -- this has reduced costs.
    They have their own algorithms, don't use SageMaker's. So it is only used for undifferentiated heavy lifting.
    Not sure how ECR fits into the picture. They mention something about algorithm versioning using image-text in ECR.","compute_intensive,interactive",https://www.youtube.com/watch?v=OuQvFd44vw4,,"['Lambda', 'ThirdParty', 'SecretsManager', 'S3', 'ECS', 'ECR', 'UserCompanyAPI', 'SageMaker']"
u5AT15mgbHk,The Trade Desk: Realtime Ad Bidding in the Cloud with AWS Global Accelerator LIVE,"AdTech SaaS company.
    Amazon Global Accelerator was there main reason for moving to cloud. It is not designed to be a load balancer but they use it as a load balancer.
    Global Accelerator has an Anycast feature. They use this feature for load balancing across regions.
    Request is routed via global accelerator to one of the EC2s that run Ad Bidder software which service the request.
    For database they are using the AeroSpike (running on EC2) in-memory low-latency high-volume database.
    This needs to be fast because no one wants the ad to take too much time to load.
    S3 is done for long term data storage.",interactive,https://www.youtube.com/watch?v=u5AT15mgbHk,,"['EC2', 'ALB', 'GlobalAccelerator', 'S3']"
wbh51O3QrE4,Mahindra Electric: Building a Connected Electric Vehicle Platform on AWS,electriv vehicle tech. NEMO - next gen. mobilioyty. connected shared service to customers.reliability is very important. they store data atleast for 3 days in kinesis.terabytes of data in S3. Glue is used to scan curate and transform the data.,data_ingestion,https://www.youtube.com/watch?v=wbh51O3QrE4,Edge,"['Lambda', 'Kinesis', 'Glue', 'S3', 'UserConsumerEdge', 'ALB', 'Athena', 'UserConsumerMobile', 'EC2', 'SNS']"
sKksbPPDznM,Macquarie Bank: Securing Payment Websites at the Edge Serverless-ly (LIVE),"cloud first approach
    serverless for secure access
    edge to reduce latency
    WAF and shield to protect applications and infrastructure
    HA and secured payment solution
    60 EC2 instances were replaced with this architecture
    save time and effort and also 80 percent of the cost
    Heavily simplifies PCI compliance to ensure security as the responsibility is offloaded and shared with AWS",interactive,https://www.youtube.com/watch?v=sKksbPPDznM,Edge,"['ShieldAdvanced', 'WAF', 'S3', 'LambdaAtEdge', 'CloudFront', 'UserConsumerMobile']"
pk5yddJpC_8,Benevity: Centralized Logging for Multiple Compute Classes Using OpenSearch,"Logging system. Previous have different log processing systems and many movement; now use a centralized system (OpenSearch).
    Use three log processing services: logstash has already setup for EC2; fluentbit is easy to setup for Fargate (as a side card directly in ECS task definition).
    Users access the logs though Okta, which also handles access control.",data_ingestion,https://www.youtube.com/watch?v=pk5yddJpC_8,,"['Lambda', 'ThirdParty', 'Fargate', 'UserCompanyDeveloper', 'EC2', 'OpenSearch']"
yPJf85tjv6M,HK01: Serverless Analytics for Clickstreams Analysis (Cantonese),"data analytics, crowdfunding etc. wanted to reduce maintainence time. why alb? api domain more versatile but use cases of company limited so cost imp.",data_ingestion,https://www.youtube.com/watch?v=yPJf85tjv6M,,"['Lambda', 'ThirdParty', 'RedShift', 'Glue', 'S3', 'ALB', 'Firehose', 'Athena', 'UserConsumerWeb']"
cmlhEbm1kPk,DXC  Munich Re: Amazon Connect with AWS Machine Learning Services,Reduced cost,compute_intensive,https://www.youtube.com/watch?v=cmlhEbm1kPk,,"['Lambda', 'S3', 'Lex', 'Polly', 'Translate', 'MediaConnect', 'Transcribe', 'DynamoDB']"
r2xfxJ-sXMY,Haptik: Data Lake for Conversational AI,"40-50M messages a month and stored 3B conversational messages in datastores. Elastic search because HA. Use of glue to create structure around data. Future plans - Log stash to Firehose, push the data to ML pipelines to make bots faster.",data_ingestion,https://www.youtube.com/watch?v=r2xfxJ-sXMY,,"['Lambda', 'ThirdParty', 'Kinesis', 'Glue', 'S3', 'UserConsumerWebMobile', 'Athena', 'EC2', 'OpenSearch']"
dWCQw_KvlYQ,DAZN: Key Moments in Sport on Live Streaming Video,"Architecture of the key moments feature. This feature overlays graphic elements over sports videos (both live and on-demand).
    The graphic element here is called key-moment and is placed on the playbar.
    Flow starts from the electronic prgram guide that is served as a topic on SNS.
    Fargate extracts key frames from the videos. One Fargate instance is deployed per video stream.
    Millions of clients at a time connect to API Gateway during live sport event.
    API Gateway uses Route53 to perform a latency based routing to connect to most appropriate AWS region.
    ECS is hosted in each region.
    Redis is also discussed -- used instead of DyanmoDB in live events.",data_ingestion,https://www.youtube.com/watch?v=dWCQw_KvlYQ,Edge,"['Lambda', 'ApiGateway', 'ThirdParty', 'StepFunctions', 'ECS', 'Fargate', 'UserConsumerTV', 'Rekognition', 'UserConsumerMobile', 'SNS', 'KinesisAnalytics', 'DynamoDB']"
